user_id,hotel_id,rating,date_sejour
U0628,H014,3.5,2024-07-09
U0628,H045,4.9,2025-10-13
U0629,H058,4.6,2023-12-24
U0629,H065,4.4,2024-05-01
U0629,H029,4.7,2025-04-26
U0629,H064,4.2,2024-02-01
U0629,H043,4.4,2025-10-12
U0629,H054,5.0,2025-08-30
U0629,H071,4.3,2025-07-20
U0629,H010,4.4,2024-04-29
U0629,H049,4.9,2024-05-09
U0629,H062,2.4,2025-02-25
U0629,H068,2.1,2025-04-18
U0629,H040,2.8,2024-09-02
U0629,H028,4.8,2024-11-19
U0629,H069,2.4,2024-01-18
U0629,H005,2.6,2024-12-09
U0629,H063,3.4,2025-02-03
U0629,H027,4.8,2024-05-17
U0629,H004,4.4,2025-03-26
U0629,H078,4.9,2025-02-19
U0629,H042,4.5,2025-10-09
U0630,H053,3.6,2024-09-21
U0630,H075,3.8,2024-12-25
U0630,H076,3.8,2024-05-06
U0630,H044,4.4,2025-07-29
U0630,H017,4.1,2025-01-18
U0630,H071,4.2,2025-06-28
U0630,H043,4.8,2024-08-23
U0630,H006,4.9,2023-12-11
U0630,H024,3.8,2025-02-10
U0630,H029,4.0,2024-06-30
U0630,H012,4.0,2024-03-05
U0630,H018,4.1,2025-11-10
U0630,H051,3.6,2024-12-27
U0630,H041,4.6,2025-05-03
U0630,H026,3.7,2024-12-01
U0630,H021,3.6,2024-10-14
U0631,H075,3.4,2024-05-25
U0631,H032,4.1,2024-07-29
U0631,H046,4.8,2025-09-26
U0631,H041,4.7,2024-02-26
U0631,H048,3.3,2025-01-10
U0631,H045,5.0,2025-01-17
U0631,H058,4.7,2024-02-27
U0631,H006,4.2,2025-02-07
U0631,H020,3.9,2024-03-31
U0631,H005,3.3,2024-12-23
U0631,H073,4.8,2024-02-06
U0632,H073,3.5,2024-05-17
U0632,H032,4.4,2025-09-09
U0632,H077,3.2,2025-04-04
U0632,H012,4.6,2025-06-13
U0632,H019,3.5,2025-04-16
U0632,H062,3.8,2024-11-18
U0632,H002,3.8,2024-10-28
U0632,H054,3.4,2025-03-29
U0632,H042,4.1,2023-12-08
U0632,H004,4.3,2024-09-30
U0632,H057,4.7,2025-05-01
U0632,H052,3.3,2024-10-26
U0632,H014,2.9,2025-04-24
U0632,H020,3.6,2025-03-03
U0632,H022,4.2,2025-02-05
U0632,H067,3.9,2023-12-15
U0632,H031,4.1,2025-07-23
U0632,H072,4.2,2025-04-20
U0632,H046,3.7,2025-02-19
U0632,H041,3.4,2024-07-16
U0632,H074,4.1,2025-02-07
U0632,H024,3.5,2024-05-30
U0632,H025,4.8,2024-04-23
U0632,H076,3.7,2024-05-19
U0632,H070,3.7,2025-02-12
U0632,H027,3.4,2025-06-05
U0632,H036,3.8,2024-08-28
U0633,H004,4.2,2024-02-12
U0633,H067,4.0,2024-02-26
U0633,H023,5.0,2024-04-08
U0633,H032,4.5,2024-06-19
U0633,H052,5.0,2025-11-01
U0633,H073,3.9,2025-08-11
U0633,H049,4.4,2024-08-11
U0633,H019,4.6,2024-03-20
U0633,H055,3.5,2023-11-30
U0633,H003,4.5,2025-03-14
U0633,H024,4.2,2024-05-21
U0634,H044,4.6,2024-04-23
U0634,H014,3.3,2024-03-16
U0634,H023,4.3,2023-12-16
U0634,H005,4.4,2025-09-27
U0634,H008,4.0,2024-05-06
U0634,H027,4.6,2024-12-24
U0634,H075,3.8,2023-11-29
U0634,H033,4.0,2025-05-10
U0634,H040,4.0,2024-10-23
U0634,H077,3.9,2025-09-16
U0634,H059,4.2,2025-05-14
U0634,H056,4.0,2024-11-22
U0635,H077,2.8,2025-11-03
U0635,H021,4.9,2024-04-29
U0635,H074,4.5,2024-08-31
U0635,H049,3.5,2024-10-06
U0635,H019,3.5,2024-12-07
U0635,H015,2.8,2025-08-29
U0635,H001,3.2,2023-12-20
U0635,H044,3.0,2024-07-08
U0635,H029,4.1,2025-06-06
U0635,H004,3.9,2024-05-23
U0635,H062,4.3,2025-01-01
U0635,H011,3.3,2025-11-05
U0636,H080,3.9,2025-05-02
U0636,H072,3.5,2024-12-30
U0636,H042,3.9,2025-08-03
U0636,H063,4.9,2025-11-14
U0636,H070,3.8,2025-08-21
U0636,H069,3.5,2024-02-29
U0636,H057,4.1,2024-07-20
U0636,H022,3.3,2024-08-01
U0636,H071,3.9,2024-05-08
U0636,H019,3.9,2025-02-04
U0636,H008,3.5,2024-05-16
U0636,H052,4.1,2025-10-29
U0636,H025,4.0,2025-06-02
U0636,H020,3.3,2025-11-12
U0636,H021,4.1,2025-03-01
U0636,H004,3.8,2025-08-03
U0636,H011,4.6,2023-12-25
U0636,H077,4.8,2025-07-06
U0636,H064,3.7,2025-09-24
U0637,H033,2.3,2025-10-10
U0637,H044,4.8,2025-10-09
U0637,H023,4.5,2025-05-10
U0637,H047,3.7,2025-08-16
U0637,H060,3.6,2025-03-03
U0637,H028,4.2,2025-04-08
U0637,H058,4.6,2025-10-28
U0637,H071,3.8,2023-12-14
U0637,H076,3.7,2024-07-10
U0637,H080,4.0,2025-04-21
U0637,H061,3.4,2025-02-01
U0637,H064,3.7,2025-08-22
U0637,H034,3.9,2025-05-21
U0637,H002,4.8,2025-01-17
U0638,H040,4.5,2025-04-07
U0638,H020,3.4,2023-12-16
U0638,H052,4.1,2024-05-20
U0638,H067,2.9,2025-03-18
U0638,H008,4.2,2025-10-10
U0638,H018,4.2,2025-03-17
U0638,H066,2.8,2024-10-30
U0638,H019,3.7,2025-07-09
U0638,H078,5.0,2024-09-29
U0638,H010,3.7,2024-05-09
U0638,H049,4.3,2024-03-07
U0638,H033,2.7,2025-08-15
U0638,H016,4.8,2024-01-10
U0638,H057,4.0,2024-03-31
U0638,H004,2.9,2024-05-04
U0638,H001,4.5,2024-03-20
U0638,H044,5.0,2023-11-30
U0638,H013,2.5,2025-07-16
U0638,H056,3.2,2025-10-07
U0638,H032,3.9,2025-08-13
U0638,H005,2.9,2024-10-20
U0638,H042,3.5,2024-07-01
U0638,H034,4.2,2024-06-23
U0638,H028,4.2,2025-10-21
U0638,H003,4.9,2024-05-22
U0638,H022,3.0,2024-09-04
U0638,H025,4.1,2023-12-23
U0639,H079,4.7,2025-11-07
U0639,H072,3.4,2024-07-05
U0639,H034,3.4,2025-06-20
U0639,H080,3.8,2025-05-05
U0639,H003,4.8,2024-01-17
U0639,H067,3.2,2023-12-13
U0639,H057,4.5,2023-12-31
U0639,H001,4.6,2025-02-13
U0639,H016,3.8,2024-05-24
U0639,H061,4.5,2025-07-30
U0639,H073,3.9,2024-01-10
U0639,H066,3.2,2025-02-04
U0640,H055,3.2,2024-08-29
U0640,H071,4.8,2023-11-25
U0640,H075,5.0,2024-11-24
U0640,H048,2.4,2025-07-29
U0640,H057,4.8,2024-06-12
U0640,H049,4.9,2025-03-09
U0640,H058,4.8,2024-10-25
U0640,H020,4.4,2024-12-15
U0640,H038,5.0,2025-09-10
U0640,H053,4.8,2024-05-27
U0640,H011,5.0,2025-08-29
U0640,H007,3.0,2025-05-29
U0640,H042,4.2,2025-07-23
U0640,H009,4.9,2024-05-15
U0640,H012,2.1,2025-07-27
U0640,H005,2.4,2024-07-12
U0640,H001,4.5,2025-06-12
U0641,H011,4.6,2025-02-02
U0641,H002,5.0,2024-01-19
U0641,H023,5.0,2024-02-17
U0641,H061,4.9,2024-03-28
U0641,H047,4.5,2024-11-17
U0641,H077,3.7,2025-02-02
U0641,H035,1.5,2024-12-26
U0641,H059,5.0,2024-09-11
U0641,H043,4.7,2023-12-22
U0641,H030,3.9,2025-09-23
U0641,H055,3.0,2024-03-11
U0642,H008,3.8,2024-08-14
U0642,H037,3.5,2025-01-31
U0642,H011,4.8,2024-12-23
U0642,H052,4.5,2024-10-13
U0642,H079,4.6,2024-10-14
U0642,H015,4.4,2024-06-27
U0642,H045,4.8,2025-10-12
U0642,H028,4.4,2024-11-29
U0642,H057,3.9,2025-06-14
U0642,H038,4.3,2024-05-09
U0642,H006,4.2,2025-09-13
U0642,H047,3.8,2024-08-20
U0642,H012,4.2,2025-02-02
U0642,H025,4.2,2024-01-03
U0642,H031,3.3,2025-05-03
U0643,H068,4.1,2025-01-14
U0643,H041,3.9,2024-04-04
U0643,H044,3.3,2025-09-11
U0643,H064,4.1,2025-02-10
U0643,H012,4.3,2024-11-01
U0643,H059,3.9,2025-05-03
U0643,H039,3.2,2025-04-02
U0643,H006,3.4,2024-01-21
U0643,H047,4.2,2024-12-25
U0643,H067,4.2,2025-05-23
U0644,H022,4.0,2024-12-23
U0644,H037,4.1,2025-02-28
U0644,H006,4.7,2024-02-27
U0644,H046,3.7,2024-12-02
U0644,H057,4.3,2024-01-09
U0644,H033,3.6,2025-08-23
U0644,H034,3.8,2025-05-04
U0644,H043,4.6,2024-04-05
U0644,H004,3.7,2024-07-18
U0644,H056,4.0,2024-10-22
U0644,H027,4.4,2023-12-07
U0644,H024,4.1,2024-04-17
U0644,H074,3.1,2024-03-08
U0644,H048,3.6,2024-04-22
U0644,H032,4.3,2025-01-30
U0644,H041,4.9,2024-01-26
U0644,H019,4.5,2024-10-02
U0644,H063,4.2,2025-09-03
U0644,H029,4.3,2024-05-26
U0644,H067,3.8,2024-01-25
U0644,H038,4.0,2024-05-09
U0644,H007,4.0,2024-11-19
U0645,H026,3.4,2025-04-01
U0645,H036,3.6,2024-06-14
U0645,H069,3.5,2025-05-02
U0645,H002,4.1,2024-10-15
U0645,H006,4.7,2025-04-10
U0645,H020,3.8,2025-07-25
U0645,H019,4.9,2024-06-26
U0645,H054,4.6,2024-08-18
U0645,H034,3.6,2025-08-14
U0645,H075,5.0,2024-06-09
U0645,H045,4.7,2025-09-23
U0645,H064,4.7,2024-01-15
U0645,H018,4.4,2025-09-09
U0645,H077,4.3,2024-07-09
U0645,H043,4.9,2025-04-18
U0645,H066,3.3,2025-09-07
U0645,H038,4.2,2025-04-26
U0645,H035,3.6,2025-07-14
U0645,H053,4.6,2025-04-24
U0645,H011,5.0,2024-04-30
U0645,H062,3.5,2024-06-26
U0645,H037,3.8,2024-12-11
U0645,H072,3.9,2024-06-15
U0645,H056,3.2,2024-05-29
U0646,H034,3.3,2024-04-08
U0646,H056,2.9,2025-01-04
U0646,H011,4.2,2024-01-06
U0646,H059,4.7,2023-11-25
U0646,H024,3.3,2025-10-27
U0646,H064,3.8,2025-09-01
U0646,H044,4.3,2024-02-15
U0646,H069,3.3,2024-07-17
U0646,H007,3.1,2024-12-19
U0646,H035,3.6,2025-03-18
U0646,H045,4.0,2025-08-30
U0646,H019,4.3,2024-05-10
U0647,H038,3.4,2024-04-05
U0647,H036,3.5,2024-04-07
U0647,H043,3.3,2025-04-26
U0647,H066,4.3,2024-07-29
U0647,H034,3.1,2024-02-15
U0647,H058,3.2,2024-12-26
U0647,H080,3.3,2025-07-08
U0647,H009,3.6,2024-06-09
U0647,H031,4.1,2025-02-02
U0647,H079,3.3,2025-08-03
U0647,H001,3.7,2025-08-01
U0647,H015,2.9,2025-10-01
U0647,H018,3.0,2025-03-07
U0647,H028,4.4,2025-06-01
U0647,H054,3.3,2023-12-29
U0647,H070,3.9,2025-08-26
U0647,H078,3.3,2024-07-30
U0647,H062,3.8,2023-12-20
U0647,H039,2.8,2024-12-23
U0647,H067,4.8,2025-03-17
U0648,H047,4.2,2024-12-22
U0648,H053,4.3,2025-05-21
U0648,H071,5.0,2024-09-06
U0648,H052,4.3,2024-03-09
U0648,H018,5.0,2025-02-23
U0648,H017,2.5,2025-01-15
U0648,H031,2.2,2024-12-04
U0648,H008,4.6,2024-01-12
U0648,H060,5.0,2025-02-05
U0648,H004,4.6,2024-04-27
U0648,H054,5.0,2023-12-02
U0648,H043,5.0,2024-05-17
U0649,H063,4.8,2025-05-25
U0649,H009,5.0,2024-06-30
U0649,H069,2.4,2023-12-21
U0649,H053,3.9,2024-09-26
U0649,H021,3.6,2024-04-03
U0649,H037,3.6,2024-07-06
U0649,H039,4.6,2025-06-02
U0649,H059,3.8,2023-11-20
U0649,H046,4.4,2025-10-20
U0649,H054,4.0,2024-10-30
U0649,H025,3.6,2025-06-25
U0649,H079,4.4,2025-09-20
U0649,H014,4.2,2025-10-31
U0649,H017,2.8,2024-12-02
U0649,H010,3.4,2024-12-24
U0650,H056,1.7,2024-03-20
U0650,H042,4.5,2025-03-23
U0650,H038,4.8,2024-12-29
U0650,H011,4.5,2024-02-14
U0650,H067,1.4,2024-06-20
U0650,H004,4.4,2024-09-25
U0650,H022,1.5,2024-11-12
U0650,H071,3.9,2025-08-22
U0650,H076,4.4,2025-10-07
U0650,H023,5.0,2023-12-18
U0650,H044,4.9,2024-12-16
U0650,H018,5.0,2025-05-29
U0650,H010,4.9,2024-07-22
U0650,H074,4.5,2024-10-13
U0650,H049,4.9,2025-01-27
U0650,H080,5.0,2025-03-12
U0650,H006,5.0,2025-10-06
U0650,H059,5.0,2025-07-31
U0650,H060,4.7,2024-12-10
U0650,H021,4.8,2025-05-12
U0650,H054,4.8,2025-01-07
U0651,H012,1.3,2024-02-02
U0651,H022,1.6,2024-12-03
U0651,H027,4.8,2025-08-13
U0651,H021,4.3,2025-08-23
U0651,H003,4.9,2024-12-05
U0651,H078,4.7,2023-12-26
U0651,H056,1.0,2024-07-01
U0651,H049,4.9,2024-10-17
U0651,H067,1.5,2023-12-01
U0651,H074,4.4,2025-10-23
U0651,H038,4.8,2024-01-11
U0651,H017,2.5,2024-01-11
U0651,H057,5.0,2025-04-29
U0651,H062,1.5,2024-01-07
U0651,H050,4.5,2024-03-07
U0651,H018,5.0,2025-04-23
U0651,H055,3.1,2024-09-22
U0651,H061,4.7,2025-08-12
U0651,H035,1.3,2025-08-26
U0651,H045,4.5,2025-01-03
U0651,H043,4.9,2024-01-23
U0651,H066,1.0,2024-03-26
U0651,H079,4.7,2025-10-29
U0651,H080,4.9,2023-12-20
U0652,H044,5.0,2024-03-19
U0652,H055,3.6,2025-04-03
U0652,H023,4.8,2025-06-12
U0652,H025,4.6,2024-01-02
U0652,H017,3.4,2024-11-15
U0652,H058,4.5,2024-02-20
U0652,H064,3.8,2024-05-17
U0652,H005,3.9,2024-07-02
U0652,H008,3.6,2024-11-28
U0652,H033,3.3,2025-06-30
U0652,H043,4.6,2025-03-30
U0652,H028,4.6,2025-05-27
U0652,H080,4.4,2024-04-08
U0652,H046,4.3,2025-01-11
U0652,H061,4.5,2025-07-28
U0652,H069,3.3,2024-09-27
U0652,H072,3.0,2025-08-13
U0653,H078,5.0,2024-04-08
U0653,H029,4.2,2025-11-11
U0653,H075,4.2,2025-07-09
U0653,H058,4.9,2025-03-30
U0653,H059,4.3,2025-01-04
U0653,H005,3.8,2024-11-09
U0653,H038,3.6,2023-11-29
U0653,H014,3.8,2024-06-08
U0653,H073,3.7,2024-12-30
U0653,H054,4.4,2024-09-18
U0653,H062,3.7,2025-04-24
U0653,H069,4.0,2025-07-24
U0653,H009,4.3,2025-07-17
U0653,H047,4.6,2024-01-20
U0653,H071,4.4,2025-08-05
U0653,H037,3.9,2024-01-29
U0653,H052,5.0,2025-06-10
U0653,H056,3.9,2024-01-03
U0653,H042,4.3,2024-07-26
U0653,H030,4.0,2025-09-23
U0653,H015,4.6,2025-05-16
U0653,H034,3.6,2024-04-21
U0653,H026,3.6,2025-03-08
U0653,H066,4.3,2024-11-25
U0653,H051,4.5,2025-10-13
U0653,H022,3.9,2025-06-23
U0654,H036,4.1,2025-09-09
U0654,H021,4.1,2025-04-12
U0654,H054,4.7,2025-01-15
U0654,H080,4.4,2025-04-26
U0654,H005,3.6,2024-12-02
U0654,H063,3.8,2025-05-20
U0654,H053,4.0,2025-05-19
U0654,H004,4.4,2025-03-14
U0654,H072,3.0,2025-05-24
U0654,H042,4.3,2025-08-03
U0654,H027,4.9,2025-08-11
U0654,H008,4.3,2025-03-25
U0654,H011,4.7,2024-04-29
U0654,H017,3.4,2024-03-11
U0654,H007,3.8,2024-07-29
U0654,H029,4.1,2025-09-08
U0654,H032,4.9,2025-06-17
U0654,H037,3.8,2024-08-04
U0654,H033,3.4,2025-07-28
U0654,H002,5.0,2024-11-03
U0654,H045,5.0,2024-03-08
U0654,H069,2.9,2025-01-14
U0654,H016,3.8,2023-12-01
U0654,H047,3.2,2024-03-01
U0654,H062,3.4,2025-08-25
U0654,H064,4.5,2025-07-12
U0654,H006,4.6,2024-05-15
U0654,H049,4.3,2024-06-07
U0655,H075,5.0,2024-06-06
U0655,H038,5.0,2025-06-05
U0655,H046,2.9,2023-12-02
U0655,H064,4.7,2025-06-05
U0655,H044,5.0,2024-11-28
U0655,H073,3.1,2024-09-29
U0655,H076,4.6,2025-09-15
U0655,H080,4.9,2023-12-08
U0655,H048,2.8,2025-02-23
U0655,H072,2.4,2025-10-20
U0655,H004,4.5,2024-12-13
U0655,H074,4.3,2024-06-30
U0655,H042,4.2,2025-01-17
U0655,H031,1.9,2024-05-01
U0655,H050,4.4,2025-09-08
U0655,H018,4.3,2025-03-12
U0655,H011,4.7,2024-04-22
U0655,H029,4.8,2024-06-24
U0655,H008,5.0,2025-05-27
U0655,H020,4.1,2025-09-16
U0655,H033,2.5,2024-06-06
U0655,H024,2.6,2025-10-05
U0655,H057,4.8,2025-03-28
U0655,H058,4.9,2025-02-21
U0656,H063,3.1,2024-03-19
U0656,H038,4.8,2025-10-25
U0656,H079,4.4,2023-12-07
U0656,H041,4.9,2024-08-01
U0656,H020,4.8,2025-07-03
U0656,H008,5.0,2025-08-05
U0656,H027,5.0,2025-09-14
U0656,H006,5.0,2025-05-18
U0656,H018,5.0,2023-12-15
U0656,H061,4.8,2023-12-30
U0656,H050,4.8,2024-12-25
U0656,H034,3.1,2025-01-07
U0656,H060,5.0,2025-02-24
U0656,H026,1.5,2024-02-27
U0656,H004,4.5,2025-03-31
U0656,H019,4.8,2025-05-17
U0656,H039,4.5,2024-06-02
U0656,H071,4.7,2025-11-18
U0656,H066,1.7,2024-08-05
U0656,H013,1.7,2024-04-23
U0656,H053,4.9,2024-05-28
U0657,H005,1.8,2025-05-06
U0657,H047,4.7,2024-10-27
U0657,H022,2.3,2024-08-25
U0657,H046,2.8,2024-03-11
U0657,H062,1.5,2024-09-26
U0657,H074,4.7,2024-06-29
U0657,H041,4.8,2024-05-10
U0657,H073,3.3,2025-04-09
U0657,H008,5.0,2025-09-25
U0657,H004,5.0,2025-01-13
U0657,H037,4.0,2023-12-05
U0657,H076,4.2,2024-12-01
U0657,H033,1.7,2024-12-20
U0657,H012,1.5,2024-04-09
U0657,H018,4.9,2025-08-09
U0657,H031,1.6,2025-08-21
U0657,H020,4.3,2023-12-27
U0657,H021,5.0,2025-08-27
U0657,H064,4.6,2024-12-08
U0657,H027,5.0,2024-09-24
U0657,H001,5.0,2024-11-25
U0657,H006,4.9,2025-07-26
U0657,H036,3.4,2024-09-25
U0657,H039,5.0,2024-07-20
U0657,H059,5.0,2025-10-19
U0657,H051,1.8,2025-09-27
U0657,H072,1.7,2025-04-24
U0658,H040,4.6,2024-06-09
U0658,H072,2.9,2025-04-10
U0658,H005,2.8,2025-04-15
U0658,H021,3.6,2024-04-10
U0658,H068,3.0,2023-11-24
U0658,H007,4.8,2024-04-06
U0658,H079,4.4,2025-03-24
U0658,H070,3.5,2024-08-27
U0658,H076,4.0,2024-11-20
U0658,H009,4.6,2024-03-30
U0658,H049,4.0,2024-04-02
U0658,H053,3.7,2024-05-09
U0658,H039,4.4,2024-10-04
U0658,H047,4.7,2024-04-03
U0658,H077,4.7,2024-07-31
U0658,H025,3.6,2023-12-14
U0658,H015,4.2,2025-10-28
U0658,H069,3.3,2024-08-24
U0658,H037,3.8,2024-06-04
U0658,H075,4.1,2025-09-12
U0658,H044,4.6,2025-05-25
U0658,H062,2.6,2024-06-26
U0658,H056,2.4,2025-05-27
U0658,H038,3.8,2024-08-09
U0658,H003,4.7,2024-12-31
U0658,H033,2.3,2025-09-15
U0658,H010,3.7,2024-01-18
U0658,H078,4.5,2025-09-23
U0659,H015,5.0,2024-05-02
U0659,H031,1.8,2024-10-23
U0659,H027,5.0,2024-11-15
U0659,H021,5.0,2024-06-05
U0659,H003,5.0,2025-01-17
U0659,H032,5.0,2025-06-23
U0659,H035,1.4,2024-05-12
U0659,H034,3.2,2025-03-02
U0659,H048,1.2,2025-03-23
U0659,H056,1.4,2023-12-24
U0660,H059,4.3,2025-04-10
U0660,H020,3.7,2025-04-01
U0660,H029,3.5,2024-04-06
U0660,H010,3.3,2024-07-17
U0660,H049,5.0,2025-11-05
U0660,H027,4.9,2025-10-07
U0660,H016,4.6,2025-08-12
U0660,H051,3.8,2025-04-05
U0660,H004,3.5,2025-02-14
U0660,H026,3.4,2024-04-19
U0660,H064,3.8,2025-11-02
U0660,H065,4.2,2025-06-10
U0660,H077,4.4,2024-04-05
U0660,H012,4.1,2025-03-31
U0660,H008,3.6,2023-12-18
U0660,H041,4.1,2025-06-12
U0660,H057,3.5,2025-10-30
U0660,H063,5.0,2025-07-27
U0660,H055,4.9,2024-12-21
U0660,H002,4.7,2025-11-19
U0660,H013,3.9,2025-04-19
U0661,H064,4.3,2024-05-20
U0661,H014,2.9,2024-03-17
U0661,H041,5.0,2024-12-13
U0661,H067,1.9,2024-01-27
U0661,H002,5.0,2025-07-11
U0661,H004,4.3,2023-12-24
U0661,H080,4.6,2024-06-22
U0661,H009,5.0,2024-03-20
U0661,H036,3.0,2025-07-21
U0661,H007,3.0,2024-03-27
U0662,H068,3.0,2025-03-30
U0662,H071,3.1,2023-12-04
U0662,H025,4.0,2024-07-09
U0662,H022,2.6,2024-01-16
U0662,H032,4.2,2024-07-29
U0662,H060,4.1,2025-11-03
U0662,H043,4.3,2025-03-24
U0662,H001,4.8,2025-09-12
U0662,H064,4.2,2024-10-22
U0662,H024,2.6,2024-10-22
U0662,H019,3.6,2025-06-08
U0662,H080,3.9,2025-10-19
U0662,H042,3.3,2024-10-09
U0662,H070,3.5,2024-03-10
U0662,H048,2.9,2025-05-04
U0662,H044,4.8,2025-01-09
U0662,H036,4.7,2025-06-04
U0662,H023,4.6,2024-10-07
U0662,H021,3.9,2025-10-23
U0662,H056,3.2,2025-10-09
U0662,H008,3.5,2025-07-03
U0662,H014,4.7,2024-06-29
U0662,H040,4.0,2024-07-05
U0662,H050,4.0,2024-12-08
U0662,H075,3.2,2023-11-28
U0662,H037,3.6,2023-11-26
U0662,H027,4.8,2025-07-30
U0663,H030,3.6,2024-07-18
U0663,H063,4.6,2024-09-27
U0663,H012,3.0,2025-02-08
U0663,H017,3.0,2025-03-28
U0663,H005,2.8,2025-03-13
U0663,H052,4.9,2024-05-01
U0663,H080,4.1,2025-04-12
U0663,H014,4.0,2024-03-16
U0663,H059,3.8,2024-01-12
U0663,H043,4.5,2024-04-25
U0663,H045,4.1,2024-04-10
U0663,H022,2.9,2024-08-05
U0663,H057,3.8,2024-06-10
U0663,H062,2.7,2024-07-30
U0663,H075,3.7,2024-03-01
U0663,H076,3.7,2024-09-29
U0663,H016,5.0,2025-07-03
U0663,H077,5.0,2025-10-26
U0663,H023,4.1,2024-07-26
U0663,H033,3.1,2025-06-12
U0663,H020,3.9,2023-12-11
U0663,H001,4.8,2025-08-06
U0664,H043,5.0,2024-02-08
U0664,H044,4.9,2025-03-27
U0664,H079,4.5,2024-02-13
U0664,H035,3.8,2025-03-04
U0664,H049,3.9,2024-06-07
U0664,H045,5.0,2024-12-22
U0664,H034,4.2,2024-01-11
U0664,H023,5.0,2024-09-14
U0664,H051,3.8,2024-05-17
U0664,H065,3.9,2024-08-10
U0665,H026,2.4,2023-12-15
U0665,H038,5.0,2023-12-06
U0665,H035,2.5,2024-11-20
U0665,H041,5.0,2025-04-09
U0665,H036,3.0,2025-07-16
U0665,H044,4.7,2025-04-28
U0665,H073,3.0,2025-06-09
U0665,H046,3.2,2024-07-12
U0665,H053,4.5,2025-01-21
U0665,H055,3.1,2024-06-19
U0666,H049,4.0,2025-03-03
U0666,H076,3.9,2025-01-25
U0666,H061,4.1,2024-02-24
U0666,H035,3.5,2025-01-27
U0666,H017,3.2,2025-03-17
U0666,H013,3.0,2025-03-21
U0666,H057,4.4,2024-02-09
U0666,H027,4.3,2025-09-04
U0666,H050,4.2,2024-11-30
U0666,H068,3.1,2024-06-14
U0666,H030,4.6,2025-02-05
U0666,H069,3.3,2024-03-30
U0666,H048,3.0,2025-03-22
U0666,H008,4.1,2024-11-09
U0666,H042,4.4,2024-10-11
U0666,H058,4.7,2025-10-11
U0666,H003,4.9,2023-12-25
U0666,H063,4.5,2023-12-12
U0666,H051,2.7,2024-10-27
U0666,H038,4.2,2025-03-18
U0666,H075,4.1,2024-12-07
U0666,H079,4.6,2025-09-14
U0666,H002,4.5,2025-10-12
U0666,H072,2.9,2025-07-03
U0666,H046,3.8,2025-11-08
U0666,H039,4.6,2023-12-12
U0667,H040,3.1,2023-12-08
U0667,H024,4.4,2025-06-22
U0667,H077,3.3,2024-12-13
U0667,H046,3.3,2025-02-18
U0667,H033,4.4,2025-03-17
U0667,H037,3.9,2025-04-01
U0667,H050,4.1,2025-02-05
U0667,H055,3.5,2024-11-17
U0667,H043,3.2,2024-10-15
U0667,H038,2.8,2025-07-14
U0667,H018,4.0,2025-10-21
U0667,H011,3.7,2024-12-16
U0667,H061,3.0,2025-03-16
U0668,H058,3.4,2024-04-10
U0668,H027,2.8,2025-02-04
U0668,H035,3.8,2025-10-26
U0668,H040,3.3,2024-10-16
U0668,H060,3.8,2024-02-17
U0668,H075,4.7,2024-06-22
U0668,H037,3.8,2024-10-22
U0668,H041,3.2,2025-01-14
U0668,H024,4.7,2024-07-17
U0668,H030,4.5,2025-06-03
U0668,H073,3.8,2025-10-01
U0668,H016,3.4,2024-06-08
U0669,H002,4.7,2025-02-11
U0669,H060,3.5,2025-08-02
U0669,H072,3.7,2024-06-07
U0669,H014,4.6,2025-10-02
U0669,H017,4.3,2025-03-30
U0669,H037,3.7,2025-07-10
U0669,H044,4.2,2025-06-07
U0669,H058,4.5,2024-11-29
U0669,H052,4.2,2025-08-10
U0669,H010,3.7,2025-11-15
U0669,H031,3.8,2025-01-28
U0669,H006,4.2,2025-05-10
U0669,H035,4.1,2025-03-28
U0669,H039,4.3,2025-07-29
U0669,H075,3.4,2024-02-09
U0669,H012,3.6,2024-08-01
U0669,H066,3.7,2024-08-11
U0669,H065,3.6,2025-03-05
U0669,H041,5.0,2024-11-28
U0669,H046,5.0,2025-08-27
U0669,H073,4.4,2024-01-16
U0669,H062,3.9,2025-09-22
U0669,H055,4.8,2024-03-31
U0669,H057,3.8,2024-10-24
U0670,H044,4.2,2024-04-02
U0670,H067,3.0,2024-10-21
U0670,H072,3.2,2024-10-25
U0670,H017,3.2,2023-11-30
U0670,H009,5.0,2025-05-20
U0670,H068,3.1,2023-12-20
U0670,H060,3.7,2025-01-29
U0670,H005,3.3,2025-08-10
U0670,H079,4.1,2024-09-30
U0670,H036,3.9,2024-07-22
U0670,H010,4.3,2024-08-14
U0670,H001,4.6,2024-07-24
U0671,H008,3.7,2024-05-05
U0671,H074,3.8,2025-04-15
U0671,H059,4.4,2024-09-04
U0671,H047,3.9,2025-08-17
U0671,H039,5.0,2024-09-13
U0671,H023,4.8,2024-06-23
U0671,H076,4.5,2025-05-01
U0671,H063,3.7,2025-06-07
U0671,H028,4.3,2025-08-29
U0671,H067,4.3,2024-03-12
U0671,H070,4.2,2024-05-05
U0671,H044,4.6,2024-04-30
U0671,H024,3.9,2025-08-15
U0671,H031,3.4,2025-05-19
U0671,H064,4.1,2023-12-05
U0671,H062,3.9,2024-08-09
U0671,H038,4.7,2024-05-15
U0672,H062,2.7,2025-01-24
U0672,H074,3.6,2024-08-17
U0672,H075,3.6,2025-05-05
U0672,H008,4.1,2024-01-17
U0672,H053,4.2,2024-04-16
